Column,AET,AST,Date,House,ISSID,Name Committee,OST,PMG Name,alt,attendance,chairperson,first_name,party_affiliation,province,surname,title
651,10:30:00,10:00:00,2014-11-18 00:00:00,NCOP,A00578,Select Committee on Appropriations,10:00:00,Ismail,N,P,False,Vusiwana Emmanuel,EFF,Limpopo,Mtileni,Mr
652,12:28:00,10:00:00,2014-11-18 00:00:00,NCOP,A00579,Select Committee on Social Services,10:00:00,Chelsea,Y,A,False,Bridget Staff,DA,Gauteng,Masango,Ms
653,13:00:00,10:00:00,2014-11-18 00:00:00,,A00580,Standing Committee on Appropriations,10:00:00,Dirk,Y,AP,False,Nqabayomzi Lawrence Saziso,UDM,,Kwankwa,Mr
654,09:30:00,08:00:00,2014-11-20 00:00:00,,A00581,Portfolio Committee on Defence and Military Veterans,08:00:00,Mzwandile,N,A,False,Ramakaudi Paul,EFF,,Ramakatsa,Mr
655,11:25:00,09:37:00,2014-11-19 00:00:00,,A00582,Portfolio Committee on Labour,09:30:00,Amanda,N,P,False,William Mothipa,COPE,,Madisha,Mr
656,11:15:00,09:40:00,2014-11-19 00:00:00,,A00583,Portfolio Committee on Basic Education,09:30:00,Jaquiline,N,A,False,Cynthia Nocollege,UDM,,Majeke,Ms
657,12:50:00,09:30:00,2014-11-19 00:00:00,,A00584,Portfolio Committee on Rural Development and Land Reform,09:30:00,Sarita,N,P,False,Seropane Senyane Alton,PAC,,Mphethi,Mr
658,10:14:00,10:05:00,2014-11-19 00:00:00,,A00585,Portfolio Committee on Defence and Military Veterans,10:00:00,Naledi,N,A,False,Ramakaudi Paul,EFF,,Ramakatsa,Mr
659,13:50:00,09:00:00,2014-11-19 00:00:00,,A00586,Portfolio Committee on Police,09:00:00,Monique,N,P,False,Petrus Johannes,FF+,,Groenewald,Mr
660,13:20:00,10:00:00,2014-11-19 00:00:00,,A00587,Portfolio Committee on Public Services and Administration,09:30:00,Olusula,N,P,False,Ntombovuyo Veronica,EFF,,Mente-nqweniso,Ms
661,12:48:00,09:20:00,2014-11-19 00:00:00,,A00588,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,Y,AP,False,Marius Helenis,DA,,Redelinghuys,Mr
662,10:15:00,09:13:00,2014-11-19 00:00:00,,A00589,Standing Committee on Public Accounts,09:00:00,Tolulope,N,P,False,Khanyisile,EFF,,Litchfield-Tshabalala,Ms
663,10:00:00,09:30:00,2014-11-19 00:00:00,,A00590,Portfolio Committee on Mineral Resources,09:00:00,Amanda,N,A,False,Jan Adriaan,IFP,,Esterhuizen,Mr
664,13:15:00,09:30:00,2014-11-19 00:00:00,,A00591,Portfolio Committee on Higher Education and Training,09:30:00,Shingarai,N,A,False,Michael Malisa,AGANG,,Tshishonga,Mr
665,11:54:00,09:47:00,2014-11-19 00:00:00,,A00592,Portfolio Committee on Public Enterprises,09:30:00,Shirley,N,P,False,Kgotso Zachariah,EFF,,Morapela,Mr
666,12:36:00,09:44:00,2014-11-19 00:00:00,,A00593,Portfolio Committee on Health,09:30:00,Chuma,N,L,False,Ahmed Munzoor,NFP,,Shaik Emam,Mr
667,12:00:00,10:00:00,2014-11-19 00:00:00,NCOP,A00594,Select Committee on Communications and Public Enterprises,10:00:00,Nkululeko,Y,P,False,Hermanus Bernadus,DA,North West,Groenewald,Mr
668,12:41:00,10:05:00,2014-11-19 00:00:00,NCOP,A00595,Select Committee on Security and Justice,10:00:00,Ismail,Y,A,False,Johan Jaco,DA,Western Cape,Londt,Mr
669,12:19:00,10:07:00,2014-11-19 00:00:00,NCOP,A00596,Select Committee on Trade and International Relations,10:00:00,Chelsea,N,A,False,Farhat,DA,Mpumalanga,Essack,Mr
670,12:26:00,10:00:00,2014-11-19 00:00:00,NCOP,A00597,Select Committee on Education and Recreation,10:00:00,Phumlani,Y,A,False,Bridget Staff,DA,Gauteng,Masango,Ms
671,12:15:00,10:05:00,2014-11-19 00:00:00,,A00598,Portfolio Committee on Social Development,10:00:00,Catherine,N,A,False,Liezl Linda,IFP,,Van Der Merwe,Ms
672,12:00:00,10:04:00,2014-11-19 00:00:00,NCOP,A00599,Select Committee on Finance,10:00:00,Megan,Y,A,False,Mbuyiselo April,EFF,Western Cape,Matebus,Mr
673,13:15:00,11:00:00,2014-11-19 00:00:00,,A00600,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Sivuyile,N,AP,False,Mandlenkosi Phillip,AIC,,Galo,Mr
674,13:00:00,10:00:00,2014-11-19 00:00:00,,A00601,Standing Committee on Finance,10:00:00,Amanda,N,A,False,Sibongile Judith,IFP,,Nkomo,Ms
675,10:30:00,09:00:00,2014-11-19 00:00:00,,A00602,Standing Committee on Appropriations,10:00:00,Dirk,Y,P,False,Nqabayomzi Lawrence Saziso,UDM,,Kwankwa,Mr
676,14:35:00,14:23:00,2014-11-19 00:00:00,NCOP,A00603,Select Committee on Petitions and Executive Undertakings,14:00:00,Tshepiso,N,L,False,Jacques Warren William,DA,Gauteng,Julius,Mr
677,13:00:00,09:30:00,2014-11-19 00:00:00,,A00604,Portfolio Committee on Small Business Development,09:30:00,Callixte,N,A,False,Sibusiso Christopher,NFP,,Mncwabe,Mr
678,11:59:00,09:40:00,2014-11-26 00:00:00,,A00605,Portfolio Committee on Health,09:30:00,Chuma,N,P,False,Ahmed Munzoor,NFP,,Shaik Emam,Mr
679,13:20:00,10:20:00,2014-11-26 00:00:00,NCOP,A00606,Select Committee on Communications and Public Enterprises,10:00:00,Shingirai,Y,A,False,Hermanus Bernadus,DA,North West,Groenewald,Mr
680,13:00:00,10:00:00,2014-11-26 00:00:00,NCOP,A00607,Select Committee on Trade and International Relations,10:00:00,Ismail,N,A,False,Farhat,DA,Mpumalanga,Essack,Mr
681,12:42:00,10:02:00,2014-11-26 00:00:00,NCOP,A00608,Select Committee on Education and Recreation,10:00:00,Sean,Y,A,False,Bridget Staff,DA,Gauteng,Masango,Ms
682,10:50:00,10:15:00,2014-11-26 00:00:00,NCOP,A00609,Select Committee on Appropriations,10:00:00,Tolulope,N,AP,False,Vusiwana Emmanuel,EFF,Limpopo,Mtileni,Mr
683,13:25:00,13:06:00,2014-11-27 00:00:00,,A00610,Standing Committee on Finance,13:00:00,Nkululeko,N,A,False,Sibongile Judith,IFP,,Nkomo,Ms
684,12:28:00,10:04:00,2014-11-25 00:00:00,NCOP,A00611,Select Committee on Economic Development,10:00:00,Megan,N,P,False,Willem Frederik,DA,Northern Cape,Faber,Mr
685,13:07:00,10:05:00,2014-11-25 00:00:00,NCOP,A00612,Select Committee on Land and Mineral Resources,10:00:00,Inge,Y,A,False,Elizabeth Christina,DA,Eastern Cape,Van Lingen,Ms
686,12:50:00,10:10:00,2014-11-25 00:00:00,NCOP,A00613,Select Committee on Social Services,10:00:00,Amanda,Y,A,False,Bridget Staff,DA,Gauteng,Masango,Ms
687,12:03:00,10:05:00,2014-11-25 00:00:00,NCOP,A00614,Select Committee on Petitions and Executive Undertakings,10:00:00,Phumlani,,P,False,Jacques Warren William,DA,Gauteng,Julius,Mr
688,12:32:00,10:07:00,2014-11-25 00:00:00,,A00615,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Monique,N,P,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
689,14:50:00,13:00:00,2014-11-25 00:00:00,,A00616,Portfolio Committee on Water and Sanitation Affairs,13:00:00,Sivuyile,N,A,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
690,13:00:00,10:05:00,2014-11-25 00:00:00,,A00617,Standing Committee on Finance,10:00:00,Callixte,N,A,False,Sibongile Judith,IFP,,Nkomo,Ms
691,14:45:00,10:11:00,2014-12-03 00:00:00,,A00618,Portfolio Committee on Communications,09:30:00,Monique,N,P,False,William Mothipa,COPE,,Madisha,Mr
0,10:20:00,10:05:00,2014-06-24 00:00:00,,A0001,"Portfolio Committee on Agriculture, Forestry and Fisheries",10:00:00,Oluwa,N,P,False,Lulama Maxwell,AIC,,Ntshayisa,Mr
2,11:15:00,11:00:00,2014-06-24 00:00:00,,A0003,Portfolio Committee on Basic Education,11:00:00,Kirsten,N,P,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
3,10:20:00,10:02:00,2014-06-24 00:00:00,,A0004,Portfolio Committee on Communications,10:00:00,Monique,Y,A,False,Liezl Linda,IFP,,Van Der Merwe,Ms
4,10:25:00,10:00:00,2014-06-24 00:00:00,,A0005,Portfolio Committee on Co-operative Governance and Traditional Affairs,10:00:00,Dirk,N,P,False,Nhlanhlakayise Moses,NFP,,Khubisa,Mr
5,11:32:00,11:00:00,2014-06-24 00:00:00,,A0006,Portfolio Committee on Economic Development,11:00:00,Amanda,N,A,False,Sibongile Judith,IFP,,Nkomo,Ms
6,11:14:00,10:00:00,2014-06-24 00:00:00,,A0007,Portfolio Committee on Energy,10:00:00,Amanda,Y,A,False,Michael Malisa,AGANG,,Tshishonga,Mr
7,10:35:00,10:00:00,2014-06-24 00:00:00,,A0008,Portfolio Committee on Home Affairs,10:00:00,Ismail,N,A,False,Nhlanhlakayise Moses,NFP,,Khubisa,Mr
8,11:16:00,11:03:00,2014-06-24 00:00:00,,A0009,Portfolio Committee on Human Settlements,11:00:00,Inga,N,P,False,Maliyakhe Lymon,NFP,,Shelembe,Mr
9,10:25:00,10:00:00,2014-06-24 00:00:00,,A0010,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,N,P,False,Steven Nicholas,ACDP,,Swart,Mr
10,10:50:00,10:00:00,2014-06-24 00:00:00,,A0011,Portfolio Committee on Public Works,10:00:00,Nkululeko,Y,P,False,Steven Mahlubanzima,AIC,,Jafta,Mr
11,10:35:00,10:00:00,2014-06-24 00:00:00,,A0012,Portfolio Committee on Sports and Recreation,10:00:00,Phumlani,N,L,False,Lulama Maxwell,AIC,,Ntshayisa,Mr
13,10:40:00,10:30:00,2014-06-24 00:00:00,,A0014,Portfolio Committee on Trade and Industry,10:30:00,Tolulope,Y,A,False,Nqabayomzi Lawrence Saziso,UDM,,Kwankwa,Mr
14,10:28:00,10:02:00,2014-06-24 00:00:00,,A0015,Portfolio Committee on Transport,09:30:00,Megan,N,P,False,Deidre,COPE,,Carter,Ms
15,10:30:00,10:05:00,2014-06-24 00:00:00,,A0016,Porrfolio Committee on Women in the Presidency,10:00:00,Mzandile,Y,P,False,Cheryllyn,ACDP,,Dudley,Ms
17,11:15:00,11:05:00,2014-06-24 00:00:00,,A0018,Standing Committee on Public Accounts,11:00:00,Pumlani,Y,A,False,Ahmed Munzoor,NFP,,Shaik Emam,Mr
19,10:15:00,10:05:00,2014-06-25 00:00:00,,A0020,Portfolio Committee on Environmental Affairs,10:00:00,Monique,N,P,False,John Andile,EFF,,Mngxitama,Mr
20,11:23:00,11:00:00,2014-06-25 00:00:00,,A0021,Portfolio Committee on Health,11:00:00,Tsanga,N,P,False,Steven Mahlubanzima,AIC,,Jafta,Mr
21,10:48:00,10:00:00,2014-06-25 00:00:00,,A0022,Portfolio Committee on Higher Education and Training,10:00:00,Goksen,N,A,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
22,10:38:00,10:07:00,2014-06-25 00:00:00,,A0023,Portfolio Committee on International Relations and Co-operation,10:00:00,Inga,N,P,False,Cheryllyn,ACDP,,Dudley,Ms
23,11:35:00,11:00:00,2014-06-25 00:00:00,,A0024,Portfolio Committee on Labour,11:00:00,Nkululeko,N,A,False,Molapi Andries,AGANG,,Plouamma,Mr
25,10:22:00,10:05:00,2014-06-25 00:00:00,,A0026,Portfolio Committee on Police,10:00:00,Tolulope,Y,A,False,Ahmed Munzoor,NFP,,Shaik Emam,Mr
26,11:35:00,11:00:00,2014-06-25 00:00:00,,A0027,Portfolio Committee on Public Enterprises,11:00:00,Yunus,N,A,False,Nqabayomzi Lawrence Saziso,UDM,,Kwankwa,Mr
27,10:29:00,10:00:00,2014-06-25 00:00:00,,A0028,Portfolio Committee on Public Services and Administration,10:00:00,Dirk,N,P,False,Sibusiso Christopher,NFP,,Mncwabe,Mr
28,12:25:00,11:10:00,2014-06-25 00:00:00,,A0029,Portfolio Committee on Rural Development and Land Reform,11:00:00,Sharon,Y,A,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
30,11:32:00,11:04:00,2014-06-25 00:00:00,,A0031,Portfolio Committee on Small Business Development,11:00:00,Inga,Y,A,False,Sibongile Judith,IFP,,Nkomo,Ms
31,10:41:00,10:10:00,2014-06-25 00:00:00,,A0032,Portfolio Committee on Social Development,10:00:00,Shingirai,N,A,False,Cheryllyn,ACDP,,Dudley,Ms
33,10:45:00,10:00:00,2014-06-25 00:00:00,,A0034,Portfolio Committee on Water and Sanitation Affairs,10:00:00,Verne,N,A,False,Narend,IFP,,Singh,Mr
34,10:44:00,10:08:00,2014-06-25 00:00:00,,A0035,Standing Committee on Finance,10:00:00,Camila,Y,A,False,Steven Nicholas,ACDP,,Swart,Mr
36,10:14:00,10:00:00,2014-06-25 00:00:00,NCOP,A0037,Select Committee on Education and Recreation,10:00:00,Zwai,N,P,False,Thandi Gloria,DA,Western Cape,Mpambo-Sibhukwana,Mrs
37,10:40:00,10:30:00,2014-06-25 00:00:00,NCOP,A0038,Select Committee on Social Services,10:30:00,Zwai,N,P,False,Thandi Gloria,DA,Western Cape,Mpambo-Sibhukwana,Ms
38,10:16:00,10:00:00,2014-06-25 00:00:00,NCOP,A0039,Select Committee on Economic Development,10:00:00,Megan,N,P,False,Elizabeth Christina,DA,Eastern Cape,Van Lingen,Ms
39,10:34:00,10:17:00,2014-06-25 00:00:00,NCOP,A0040,Select Committee on Trade and International Relations,10:30:00,Megan,N,P,False,Willem Frederik,DA,Northern Cape,Faber,Mr
40,10:06:00,10:00:00,2014-06-25 00:00:00,NCOP,A0041,Select Committee on Finance,10:00:00,Amanda,N,P,False,Vusiwana Emmanuel,EFF,Limpopo,Mtileni,Mr
41,10:20:00,10:10:00,2014-06-25 00:00:00,NCOP,A0042,Select Committee on Appropriations,10:30:00,Amanda,Y,A,False,Younus Cassim,EFF,Mpumalanga,Vawda,Dr
42,10:08:00,10:00:00,2014-06-25 00:00:00,NCOP,A0043,Select Committee on Security and Justice,10:00:00,Pumlani,Y,A,False,Johan Jaco,DA,Western Cape,Londt,Mr
43,10:25:00,10:00:00,2014-06-25 00:00:00,NCOP,A0044,Select Committee on Co-operative Governance and Traditional Affairs,10:10:00,Phumlani,N,P,False,George,DA,Free State,Michalakis,Mr
44,11:11:00,11:05:00,2014-06-25 00:00:00,NCOP,A0045,Select Committee on Land and Mineral Resources,10:00:00,Sibahle,N,,False,Bridget Staff,DA,Gauteng,Masango,Ms
45,11:18:00,11:13:00,2014-06-25 00:00:00,NCOP,A0046,Select Committee on Communications and Public Enterprises,10:30:00,Sibahle,N,,False,Bridget Staff,DA,Gauteng,Masango,Ms
48,13:40:00,09:08:00,2014-07-01 00:00:00,,C0003,"Portfolio Committee on Agriculture, Forestry and Fisheries",09:00:00,Camila,N,L,False,Lulama Maxwell,AIC,,Ntshayisa,Mr
49,13:30:00,09:40:00,2014-07-01 00:00:00,,C0004,Portfolio Committee on Home Affairs,09:30:00,Olusula,N,A,False,Nhlanhlakayise Moses,NFP,,Khubisa,Mr
50,20:00:00,10:34:00,2014-07-01 00:00:00,,C0005,Portfolio Committee on Environmental Affairs,09:30:00,Monique,N,P,False,John Andile,EFF,,Mngxitama,Mr
51,14:45:00,09:04:00,2014-07-01 00:00:00,,C0006,Portfolio Committee on Basic Education,09:00:00,Megan,N,P,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
52,16:39:00,10:15:00,2014-07-01 00:00:00,,C0007,Portfolio Committee on Sports and Recreation,09:30:00,Phumlani,N,A,False,Lulama Maxwell,AIC,,Ntshayisa,Mr
53,12:34:00,09:13:00,2014-07-01 00:00:00,,C0008,Portfolio Committee on Communications,09:00:00,Nasreen,Y,A,False,Liezl Linda,IFP,,Van Der Merwe,Ms
55,18:00:00,14:00:00,2014-07-01 00:00:00,,C0010,Portfolio Committee on Communications,14:00:00,Nasreen,Y,A,False,Liezl Linda,IFP,,Van Der Merwe,Ms
57,13:28:00,09:40:00,2014-07-01 00:00:00,,C0012,Portfolio Committee on Public Works,09:30:00,Chinoori,Y,P,False,Steven Mahlubanzima,AIC,,Jafta,Mr
58,10:30:00,10:00:00,2014-07-01 00:00:00,NCOP,C0013,Select Committee on Petitions and Executive Undertakings,10:00:00,Zwai,,P,False,George,DA,Free State,Michalakis,Mr
59,13:00:00,10:00:00,2014-07-01 00:00:00,,C0014,Portfolio Committee on Justice and Correctional Services,10:00:00,Tsanga,N,P,False,Steven Nicholas,ACDP,,Swart,Mr
60,12:56:00,09:35:00,2014-07-01 00:00:00,,C0015,Standing Committee on Finance,09:30:00,Yunus,Y,A,False,Steven Nicholas,ACDP,,Swart,Mr
61,13:10:00,10:10:00,2014-07-01 00:00:00,,C0016,Porrfolio Committee on Women in the Presidency,10:00:00,Sharon,Y,P,False,Cheryllyn,ACDP,,Dudley,Ms
63,13:40:00,10:00:00,2014-07-01 00:00:00,,C0018,Portfolio Committee on Small Business Development,10:00:00,Daniel,Y,A,False,Sibongile Judith,IFP,,Nkomo,Ms
64,18:00:00,14:00:00,2014-07-01 00:00:00,,C0019,Portfolio Committee on Small Business Development,14:00:00,Verne,Y,P,False,Sibongile Judith,IFP,,Nkomo,Ms
65,13:30:00,10:00:00,2014-07-01 00:00:00,,C0020,Portfolio Committee on Energy,10:00:00,Amanda,Y,A,False,Michael Malisa,AGANG,,Tshishonga,Mr
66,16:50:00,14:00:00,2014-07-01 00:00:00,,C0021,Portfolio Committee on Energy,14:00:00,Kirsty,Y,A,False,Michael Malisa,AGANG,,Tshishonga,Mr
67,18:00:00,14:00:00,2014-07-01 00:00:00,,C0022,Portfolio Committee on Trade and Industry,14:00:00,Verne,Y,P,False,Nqabayomzi Lawrence Saziso,UDM,,Kwankwa,Mr
68,16:00:00,14:00:00,2014-07-01 00:00:00,,C0023,Portfolio Committee on Human Settlements,14:00:00,Nkululeko,N,P,False,Maliyakhe Lymon,NFP,,Shelembe,Mr
69,10:45:00,09:45:00,2014-07-01 00:00:00,,C0024,Portfolio Committee on Transport,09:30:00,Callixte,N,P,False,Deidre,COPE,,Carter,Ms
70,12:35:00,10:00:00,2014-07-02 00:00:00,,C0025,Portfolio Committee on Public Services and Administration,10:00:00,Callixte,N,P,False,Sibusiso Christopher,NFP,,Mncwabe,Mr
71,15:30:00,10:00:00,2014-07-02 00:00:00,,C0026,Portfolio Committee on Defence and Military Veterans,09:00:00,Tsanga,N,A,False,Sibusiso Christopher,NFP,,Mncwabe,Mr
74,13:00:00,09:10:00,2014-07-02 00:00:00,,C0029,Portfolio Committee on Health,09:00:00,Shirley,N,P,False,Steven Mahlubanzima,AIC,,Jafta,Mr
75,20:45:00,14:00:00,2014-07-02 00:00:00,,C0030,Portfolio Committee on Health,14:00:00,Zwai,N,P,False,Steven Mahlubanzima,AIC,,Jafta,Mr
76,17:30:00,09:10:00,2014-07-02 00:00:00,,C0031,Portfolio Committee on Justice and Correctional Services,09:00:00,Inge,N,P,False,Steven Nicholas,ACDP,,Swart,Mr
77,21:35:00,14:00:00,2014-07-02 00:00:00,,C0032,Portfolio Committee on Rural Development and Land Reform,14:00:00,Marian,Y,A,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
78,15:43:00,09:28:00,2014-07-02 00:00:00,,C0033,Portfolio Committee on Police,09:30:00,Eva,Y,A,False,Ahmed Munzoor,NFP,,Shaik Emam,Mr
79,17:49:00,09:35:00,2014-07-02 00:00:00,,C0034,Portfolio Committee on Social Development,09:30:00,Vukile,N,AP,False,Cheryllyn,ACDP,,Dudley,Ms
81,18:00:00,09:48:00,2014-07-02 00:00:00,,C0036,Portfolio Committee on Labour,09:30:00,Tolulope,N,A,False,Molapi Andries,AGANG,,Plouamma,Mr
82,13:08:00,09:40:00,2014-07-02 00:00:00,,C0037,Portfolio Committee on Small Business Development,09:30:00,Verne,Y,A,False,Sibongile Judith,IFP,,Nkomo,Ms
83,17:20:00,09:46:00,2014-07-02 00:00:00,,C0038,Portfolio Committee on Higher Education and Training,09:30:00,Stephanie,N,A,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
84,12:50:00,10:00:00,2014-07-02 00:00:00,,C0039,Portfolio Committee on Public Enterprises,09:30:00,Rose,N,A,False,Nqabayomzi Lawrence Saziso,UDM,,Kwankwa,Mr
85,16:40:00,14:00:00,2014-07-02 00:00:00,,C0040,Portfolio Committee on Public Enterprises,14:00:00,Nkululeko,N,A,False,Nqabayomzi Lawrence Saziso,UDM,,Kwankwa,Mr
86,13:18:00,09:43:00,2014-07-02 00:00:00,,C0041,Portfolio Committee on International Relations and Co-operation,09:30:00,Camila,N,L,False,Cheryllyn,ACDP,,Dudley,Ms
87,17:38:00,14:00:00,2014-07-02 00:00:00,,C0042,Portfolio Committee on International Relations and Co-operation,14:00:00,Estelle,N,P,False,Cheryllyn,ACDP,,Dudley,Ms
88,10:54:00,10:00:00,2014-07-02 00:00:00,,C0043,Standing Committee on Public Accounts,10:00:00,Chuma,N,A,False,Mkhuleko,IFP,,Hlengwa,Mr
89,13:30:00,11:00:00,2014-07-02 00:00:00,,C0044,Portfolio Committee on Water and Sanitation Affairs,11:00:00,Natalie,N,A,False,Narend,IFP,,Singh,Mr
90,16:48:00,13:44:00,2014-07-02 00:00:00,,C0045,Portfolio Committee on Water and Sanitation Affairs,13:44:00,Norah,N,A,False,Narend,IFP,,Singh,Mr
91,16:50:00,10:00:00,2014-07-02 00:00:00,,C0046,Standing Committee on Finance,10:00:00,Yunus,Y,A,False,Steven Nicholas,ACDP,,Swart,Mr
92,18:00:00,09:30:00,2014-07-03 00:00:00,,C0047,Portfolio Committee on Labour,09:30:00,Edward,N,A,False,Molapi Andries,AGANG,,Plouamma,Mr
93,16:30:00,13:30:00,2014-07-03 00:00:00,,C0048,Portfolio Committee on Police,13:30:00,Eva,Y,A,False,Ahmed Munzoor,NFP,,Shaik Emam,Mr
94,16:30:00,14:10:00,2014-07-03 00:00:00,,C0049,Portfolio Committee on Defence and Military Veterans,14:00:00,Jaquiline,N,P,False,Sibusiso Christopher,NFP,,Mncwabe,Mr
95,18:30:00,14:00:00,2014-07-03 00:00:00,,C0050,Portfolio Committee on Justice and Correctional Services,14:00:00,Megan,N,P,False,Steven Nicholas,ACDP,,Swart,Mr
96,18:30:00,14:00:00,2014-07-03 00:00:00,,C0051,Portfolio Committee on Human Settlements,14:00:00,Inga,N,P,False,Maliyakhe Lymon,NFP,,Shelembe,Mr
97,18:10:00,14:00:00,2014-07-03 00:00:00,,C0052,Portfolio Committee on Higher Education and Training,14:00:00,Perpetua,N,P,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
98,14:50:00,14:00:00,2014-07-03 00:00:00,,C0053,Portfolio Committee on Small Business Development,14:00:00,Dirk,Y,A,False,Sibongile Judith,IFP,,Nkomo,Ms
99,14:50:00,14:00:00,2014-07-03 00:00:00,,C0054,Portfolio Committee on Economic Development,14:00:00,Dirk,N,A,False,Sibongile Judith,IFP,,Nkomo,Ms
100,18:20:00,14:00:00,2014-07-03 00:00:00,,C0055,Portfolio Committee on Health,14:00:00,Zwai,N,P,False,Steven Mahlubanzima,AIC,,Jafta,Mr
101,19:20:00,09:20:00,2014-07-04 00:00:00,,C0056,Portfolio Committee on Communications,09:00:00,Shingirai,Y,A,False,Liezl Linda,IFP,,Van Der Merwe,Ms
104,13:50:00,09:10:00,2014-07-04 00:00:00,,C0059,Portfolio Committee on Justice and Correctional Services,09:00:00,Tsanga,N,P,False,Steven Nicholas,ACDP,,Swart,Mr
105,11:30:00,09:00:00,2014-07-04 00:00:00,,C0060,Portfolio Committee on Police,09:00:00,Eva,Y,A,False,Ahmed Munzoor,NFP,,Shaik Emam,Mr
108,09:40:00,08:35:00,2014-07-10 00:00:00,,C0063,Portfolio Committee on Co-operative Governance and Traditional Affairs,08:30:00,Zwai,N,A,False,Nhlanhlakayise Moses,NFP,,Khubisa,Mr
109,13:56:00,13:00:00,2014-07-10 00:00:00,,C0064,Portfolio Committee on Public Works,13:00:00,Inga,Y,A,False,Steven Mahlubanzima,AIC,,Jafta,Mr
110,15:00:00,14:00:00,2014-07-10 00:00:00,,C0065,Portfolio Committee on Basic Education,14:00:00,Marietjie,N,P,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
111,14:25:00,14:00:00,2014-07-10 00:00:00,,C0066,Portfolio Committee on Defence and Military Veterans,14:00:00,Matir,N,L,False,Mangaqa Albert,IFP,,Mncwango,Mr
112,15:46:00,14:20:00,2014-07-10 00:00:00,,C0067,Portfolio Committee on Transport,14:00:00,Chuma,N,A,False,Deidre,COPE,,Carter,Ms
113,15:00:00,14:00:00,2014-07-10 00:00:00,,C0068,Portfolio Committee on Labour,14:00:00,Tolulope,N,P,False,Molapi Andries,AGANG,,Plouamma,Mr
114,16:40:00,13:15:00,2014-07-10 00:00:00,,C0069,Portfolio Committee on Justice and Correctional Services,13:00:00,Tsanga,N,P,False,Steven Nicholas,ACDP,,Swart,Mr
115,15:30:00,14:30:00,2014-07-10 00:00:00,,C0070,Portfolio Committee on Energy,14:00:00,Amanda,Y,A,False,Michael Malisa,AGANG,,Tshishonga,Mr
116,09:30:00,08:45:00,2014-07-10 00:00:00,,C0071,Portfolio Committee on Rural Development and Land Reform,08:30:00,Verne,Y,A,False,Alfred Mkhipheni,IFP,,Mpontshane,Mr
117,20:30:00,14:15:00,2014-07-10 00:00:00,,C0072,Portfolio Committee on Economic Development,14:00:00,Phumlani,N,A,False,Sibongile Judith,IFP,,Nkomo,Ms
118,18:22:00,16:10:00,2014-07-10 00:00:00,,C0073,Portfolio Committee on Trade and Industry,16:00:00,Mwandile,Y,A,False,Nqabayomzi Lawrence Saziso,UDM,,Kwankwa,Mr
119,12:55:00,08:40:00,2014-07-11 00:00:00,,A0047,Portfolio Committee on Trade and Industry,08:30:00,Stephanie,N,,False,Mario Gaspare,IFP,,Oriani-Ambrosini,Dr
120,12:55:00,08:40:00,2014-07-11 00:00:00,,A0048,Portfolio Committee on Small Business Development,08:30:00,Stephanie,Y,A,False,Sibongile Judith,IFP,,Nkomo,Ms
121,13:10:00,09:18:00,2014-07-11 00:00:00,,A0049,Portfolio Committee on Communications,09:00:00,Carolyne,Y,A,False,Liezl Linda,IFP,,Van Der Merwe,Ms
124,11:39:00,09:26:00,2014-07-11 00:00:00,,A0052,"Portfolio Committee on Agriculture, Forestry and Fisheries",09:00:00,Zeeze,N,A,False,Lulama Maxwell,AIC,,Ntshayisa,Mr
125,12:30:00,09:00:00,2014-07-11 00:00:00,,A0053,Portfolio Committee on Police,09:00:00,Eva,Y,A,False,Ahmed Munzoor,NFP,,Shaik Emam,Mr
127,12:00:00,10:00:00,2014-07-11 00:00:00,,A0055,Portfolio Committee on Justice and Correctional Services,09:30:00,Margaret,N,P,False,Steven Nicholas,ACDP,,Swart,Mr
129,12:27:00,10:11:00,2014-07-16 00:00:00,NCOP,A0057,Select Committee on Communications and Public Enterprises,10:00:00,Camila,N,P,False,Bridget Staff,DA,Gauteng,Masango,Ms
130,12:38:00,10:08:00,2014-07-16 00:00:00,NCOP,A0058,Select Committee on Trade and International Relations,10:00:00,Goksen,N,A,False,Willem Frederik,DA,Northern Cape,Faber,Mr
131,12:30:00,10:04:00,2014-07-16 00:00:00,NCOP,A0059,Select Committee on Finance,10:00:00,Matiapa,N,P,False,Vusiwana Emmanuel,EFF,Limpopo,Mtileni,Mr
132,12:45:00,10:00:00,2014-07-16 00:00:00,NCOP,A0060,Select Committee on Security and Justice,10:00:00,Marian,Y,A,False,Johan Jaco,DA,Western Cape,Londt,Mr
